"Participant","Recruitment","Experiment_StartDate","Experiment_Duration","Browser_Version","Mobile","Platform","Screen_Width","Screen_Height","Prolific_ID","Gender","Age","Education","Discipline","Student","Ethnicity","pcs_handslow","pcs_magnetichands","pcs_mosquito","pcs_tastesweet","pcs_tastesour","pcs_armrigidity","pcs_armimmobile","pcs_music","pcs_negativehallucination","pcs_urgepress","pcs_memorypress","pcs_amnesia","pcs_yellowball","pcs_redball","pcs_greenball","pcs_blueball","pcs_purpleball","pcs_orangeball","pcs_noballs","pcs_amnesia_w","pcs_remember_w","pcs_hello","pcs_press","pid_Dis1","pid_Dis2","pid_Dis3","pid_Dis5","pid_Dis6","pid_Det4","pid_Det13","pid_Det14","pid_Det16","pid_Det18","pid_Psy7","pid_Psy12","pid_Psy21","pid_Psy23","pid_Psy24","pid_NegAff8","pid_NegAff9","pid_NegAff10","pid_NegAff11","pid_NegAff15","pid_Ant17","pid_Ant19","pid_Ant20","pid_Ant22","pid_Ant25","ipip_Cons3","ipip_Cons10","ipip_Cons11_R","ipip_Cons22_R","ipip_Ext1","ipip_Ext7_R","ipip_Ext19_R","ipip_Ext23","ipip_Agr2","ipip_Agr8_R","ipip_Agr14","ipip_Agr20_R","ipip_HonHum6_R","ipip_HonHum12_R","ipip_HonHum18_R","ipip_HonHum24_R","ipip_Neuro4","ipip_Neuro15_R","ipip_Neuro16","ipip_Neuro17_R","ipip_Open5","ipip_Open9_R","ipip_Open13_R","ipip_Open21_R"
"S106",NA,2026-04-03 18:50:31,46.8573666666667,"chrome 146.0.0","false","Windows 10",1536,730,"5ea19dcac30e0005e6e6b6e3","Male",66,"High school",NA,FALSE,NA,5,3,2,3,2,5,4,0,0,3,2,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,"i can now hit the space bar 6 times","Hello",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,7,7,1,1,6,1,1,7,5,2,5,1,2,2,5,6,1,6,1,7,5,2,3,2
"S107",NA,2026-04-03 18:52:04,47.9621333333333,"chrome 146.0.0","false","Windows 10",1536,695,"5f368efd51955606194ca6b9","Female",22,"Bachelor","Medicine",TRUE,"Mixed",3,2,5,4,2,3,4,0,0,2,0,1,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"It was said that I would not remenber the things that were said and I could forget the things until it was said that it was to me remenbed. I sincerly don't remenber it.","I can press the bar 6 times if I had the writing in the screen.","Hello",0,0,1,0,0,0,0.5,0,0.5,2,0,2,0,1,1,0,2,1,0.5,0.5,2,1,0,0,0,0,7,7,1,4,1,7,7,1,4,3,4,1,4,7,4,5,1,2,6,2,2,2,7,2
"S108",NA,2026-04-03 18:52:31,57.8176833333333,"chrome 146.0.0","false","Windows 10",1920,953,"69af10e0c0e5bed83ce8a4d1","Female",58,"Doctorate","Engineering, Computer Science",FALSE,"East Asian",3,4,2,5,2,2,3,0,0,0,2,5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,"Hello",0,0.5,0.5,1,0,0.5,0.5,1,1,1,0.5,1,0,1,0.5,0.5,0.5,0,0,0,0.5,0,0,0,0,0,6,6,2,1,1,6,3,1,5,4,5,5,4,5,3,3,4,4,2,5,5,2,3,3
"S109",NA,2026-04-03 19:43:55,47.0612833333333,"chrome 146.0.0","false","Windows 10",1536,730,"6966a6ae05a36f838e5b6448","Female",47,"Bachelor","Education",FALSE,NA,4,1,3,2,0,4,1,2,0,5,0,2,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"Since the beggining, I was asked to imagine going down some stairs, raise my hand, fell my hand becoming heavy, holding something heavy, pushing my arms together, seeing 2 balls, hearing the happy birthday song progressively louder","Typing the space bar","Hello",6,0,0,0,0,1,0,0.5,0.5,0.5,0,0,1,1,1,0,0,0.5,0,0,1,0,0,0.5,0,0,4,5,1,6,1,4,4,1,5,1,3,1,1,7,1,2,4,4,2,3,6,2,2,1
"S110",NA,2026-04-03 19:46:59,39.26815,"chrome 146.0.0","false","Linux",2560,1340,"6995841863b48a0c51dc42c3","Male",22,"High school",NA,TRUE,"White",5,4,2,3,4,4,2,0,0,5,0,1,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"I was asked to see two balls on the screen, feel how my left and right hands felt heavy when being told about it, try to imagine a mosquito roaming around me, and to listen to a happy birthday song","I was asked how stiff my right arm felt when putting it straight. I don't think I forgot anything else","Hello",6,0,0.5,0.5,1,0,1,0,1,1,0.5,1,0,1,2,1,2,2,1,0.5,2,0,1,0.5,0.5,0,2,4,6,6,2,6,6,1,5,4,5,6,4,5,4,5,6,4,7,4,3,2,5,2
"S111",NA,2026-04-03 20:10:03,44.2776166666667,"chrome 146.0.0","false","Windows 10",1536,695,"677c00e0f6d8cdcff534ecb7","Female",25,"Master","Political Science, Law",FALSE,"South Asian",2,4,3,1,5,2,4,1,0,4,5,4,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"I had to lift my right arm at shoulder length and hold it there. I had to imagine a mosquito buzzing around in another exercise. I had to imagine a sweet and a sour taste in my mouth. I also had to imagine the song 'Happy Birthday to you' was playing.","I had to look at two balls that turned out to be three. I had to press the space bar six times after being told. I had to imagine a mosquito buzzing around. I imagined a sweet taste in my mouth. I held out my right hand, and then my left hand. I had to imagine my hand becoming heavier.","Hello",6,1,2,2,0.5,0.5,0.5,2,0.5,1,0,2,1,2,2,2,1,1,1,2,1,0,1,0.5,1,1,2,4,7,7,6,1,1,6,6,2,7,2,5,5,2,3,5,3,3,1,7,1,1,1
"S112",NA,2026-04-03 20:17:40,51.0015333333333,"firefox 149.0.0","false","Windows 10",2048,975,"68598a1d4cebd213b2abb1d9","Female",43,"PHD",NA,FALSE,"Coloured",4,3,4,4,5,4,3,3,3,3,3,4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,"Hello",0,0.5,0,0.5,0,1,0.5,0,1,0.5,0.5,0,0,0.5,1,0,0.5,0,0,1,1,0,0,0,0,0,5,3,4,5,3,5,5,3,7,3,5,5,1,4,2,4,2,6,3,5,6,5,2,6
"S113",NA,2026-04-03 20:21:00,49.7404666666667,"chrome 146.0.0","false","Windows 10",1920,945,"67c87fc1b3ba111d0e1526a0","Female",23,"Bachelor","Engineering, Computer Science",FALSE,"Black",5,5,4,5,4,5,4,2,0,5,5,4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,"I REMEMBER BEING TOLD TO TASTE SWEET AND SOUR .I REMEMBER FEELING A MOSQUITO","Hello",6,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,5,1,3,2,2,2,2,6,1,5,4,3,7,5,4,4,5,3,1,6,2,1,1
"S114",NA,2026-04-03 20:25:59,58.9898,"chrome 146.0.0","false","Windows 10",1536,695,"660eafee7515c432e850362d","Female",31,"Bachelor","Medicine",TRUE,"Mixed",3,3,5,5,4,4,3,1,0,4,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"using my imagination while thing are being told to me. As it was being said i was imagining it, just like how its being told. what do do with my hands and what to hear.","i must press the space button 6 times","Hello",0,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0.5,0.5,1,1,0.5,0.5,1,1,0,1,0,1,0.5,0.5,0.5,6,7,1,3,5,2,3,6,6,4,6,2,6,7,6,7,5,4,5,2,7,1,1,1
"S115",NA,2026-04-03 20:30:07,61.4442,"chrome 146.0.0","false","Windows 10",1366,641,"67c89dbfbad1409dffbc6ecb","Male",44,"Bachelor","Engineering, Computer Science",FALSE,"Black",4,3,0,3,3,2,1,1,1,2,2,2,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,NA,"lift handssour tastesweet taste","Hello",0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,1,3,7,2,7,7,1,7,1,6,7,7,6,1,6,1,1,7,1,1,1
"S116",NA,2026-04-03 20:32:27,53.5973833333333,"edge-chromium 146.0.0","false","Windows 10",1272,588,"67c0239bc022e0768d9c4003","Male",35,"Master","Biology, Chemistry, Physics",TRUE,"Black",4,5,5,5,4,5,5,4,0,5,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,"playing games,illusion tasks,","Hello",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,7,7,1,1,1,6,1,3,7,1,7,1,1,7,7,5,1,4,1,3,1,1,1,1
"S117",NA,2026-04-03 20:43:08,49.8035,"chrome 146.0.0","false","Windows 10",1536,730,"67f6a640d2046b13fcf33328","Male",28,"Bachelor","Education",FALSE,"Black",5,4,5,3,4,5,5,1,0,5,3,4,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"I remember being told to look at the screen and see two balls and I saw 3 balls , I really can not remember anything else .",NA,"Hello",0,0,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0.5,0,0,0,0.5,0,6,7,1,1,3,1,5,7,7,1,7,1,1,4,1,5,2,7,1,7,5,1,4,1
"S118",NA,2026-04-03 20:48:40,64.0659666666667,"chrome 146.0.0","false","Windows 10",1536,730,"60e282f9202a8126e2ea0315","Female",26,"Master","Medicine",TRUE,"Black",4,3,4,4,3,4,4,2,0,4,3,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"HALLUCINATION SWEET TASTE SOUR TASTE","ARM IMMOBILIZATIONSWEET TATSEMUSIC HALLUCINATION","Hello",0,0,0.5,0.5,0,0.5,0,1,0,0.5,0,1,0,1,0.5,0.5,1,0,0,0,0.5,0,0.5,0,0,0,3,5,2,3,7,1,4,6,7,1,7,1,1,7,7,7,3,3,3,6,7,1,1,1
"S119",NA,2026-04-03 20:50:57,58.47015,"chrome 146.0.0","false","Windows 10",1536,730,"698e07a2e49cb54126c903b1","Female",23,"Bachelor","Medicine",FALSE,"White",3,1,0,2,3,0,2,0,0,5,0,5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"i have to close my eyes.","Honestly I dont understand. I had to close my eyes and did exercises","Hello",6,0.5,0.5,0.5,0,0.5,0.5,1,0,0.5,1,0.5,0,0.5,1,0.5,1,1,0,0.5,1,0,1,0.5,0.5,0.5,2,6,1,1,2,1,5,4,6,1,4,2,4,3,3,6,4,2,6,3,4,3,5,3
"S120",NA,2026-04-03 21:54:37,50.4749666666667,"chrome 146.0.0","false","Windows 10",1024,522,"616dc201c0b58a25890f4b94","Female",23,"High school",NA,TRUE,"Black",5,5,0,1,0,3,3,0,0,5,0,3,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"I had to stretch my right arm. I tasted a sweet taste in my mouth. I saw balls","The mosquito sensation. Imagining holding something heavy on my right hand and feeling very heavy.","Hello",6,0,1,1,0,0,0.5,0.5,0,0.5,0.5,0.5,0.5,1,1,0.5,1,1,1,0,0.5,0,2,1,0.5,0.5,2,5,2,2,3,6,6,2,6,4,5,3,5,6,5,3,5,6,2,3,4,4,2,4
"S121",NA,2026-04-03 22:01:24,45.6412,"chrome 146.0.0","false","Windows 10",1280,592,"697cc5137ab7039fd43bcd1b","Female",18,"High school",NA,TRUE,"Prefer not to say",3,1,2,3,4,3,2,0,0,4,1,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"i was asked to take part in many scenarios where i had to close my eyes and imagine what the voice was tellin me to imagine and answer questions about my experiences afterward.","i originally remembered everything though it was a bit hazy when i was asked to type out what i had done before.","Hello",6,0,0,1,0.5,0.5,1,0.5,1,2,0.5,1,0,2,0.5,1,2,0.5,0,0.5,1,0,0,0,0,0,5,7,3,1,2,5,5,2,6,4,7,5,1,5,2,4,5,2,5,6,6,3,1,5
"S122",NA,2026-04-04 00:47:25,49.1768333333333,"chrome 145.0.0","false","Windows 10",1536,855,"5c093a3f600aff0001d7002c","Male",47,"Bachelor","Engineering, Computer Science",FALSE,"East Asian",4,2,1,3,0,5,1,0,0,2,0,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,"Hello",6,0,0.5,0.5,0,0,0,0,0.5,0,1,1,0,0,0,0,0.5,0,1,0.5,0,0,0.5,0,1,1,3,7,1,1,1,3,6,1,7,4,7,5,2,4,3,3,2,6,2,6,2,6,4,6
"S123",NA,2026-04-04 07:26:39,65.1260166666667,"chrome 146.0.0","false","Windows 10",1536,735,"69a3c5de225d791275b9c0e8","Male",32,"Bachelor","Business, Economics",FALSE,"Mixed",3,4,3,2,2,2,3,0,0,5,0,0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"remembering 3 balls, listening to happy birthday, getting me to raise my hands in different ways, imagining a mosquito, walking down a set of stairs","i dont remember anything else","Hello",1,0.5,0.5,0.5,1,1,0.5,0.5,1,1,0.5,0.5,0,2,2,0,1,1,1,1,0.5,2,1,0.5,0,0.5,3,6,5,5,5,4,3,4,5,4,5,4,4,5,4,4,2,6,3,5,5,2,6,1
"S124",NA,2026-04-04 08:06:28,56.227,"edge-chromium 146.0.0","false","Windows 10",1912,948,"576311d7151e5d000889e2e7","Male",53,"High school",NA,FALSE,"Mixed",4,4,1,4,1,5,1,3,0,5,4,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,"Hello",6,0.5,0.5,1,1,1,0.5,2,1,1,1,0.5,0,1,0.5,0.5,0.5,0,0.5,0.5,0,0,0,0,0,0,4,6,2,1,4,6,6,3,5,3,3,5,1,2,4,3,1,7,1,3,6,3,2,2
"S125",NA,2026-04-04 08:30:28,51.0678166666667,"chrome 138.0.0","false","Mac OS",1419,697,"5e7a2ccd69a7770604dfb352","Female",53,"Bachelor","Arts and Humanities",FALSE,"White",5,5,3,5,4,4,4,0,0,5,0,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1. my right arm extended and I was holding a heavy bowling ball. 2. My 2 hands facing each other being forced by a magnet together. 3. my right arm being stiff. 4. my left arm and hand being heavy. 5. hearing hapy birthday. 6. seeing 3 balls even tbhough i was told there were 2. 6. told to forget everything and then remember. 7.","taste of sour and sweet, pressing space bar","Hello",6,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0.5,0.5,0.5,1,1,1,1,0.5,0,0,0,0,0,6,6,2,2,1,1,5,4,7,1,7,1,1,1,2,2,2,5,5,6,7,1,1,1
"S126",NA,2026-04-04 08:33:42,43.3865166666667,"chrome 145.0.0","false","Windows 10",1536,738,"6782b2f4bd70e1c0a9a36590","Male",34,"Bachelor","Arts and Humanities",FALSE,"White",3,2,2,3,3,2,4,1,0,5,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"I was feeling the weight of my arms in movement, magnetism between my hands, and imagining things that weren't really physically present.","I remember that I was told initially to forget, but I still remembered all of the practices, and the feelings that I had through them.","Hello",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,1,5,1,1,6,7,1,7,1,1,1,2,3,1,6,1,7,7,1,1,1
"S127",NA,2026-04-04 08:35:11,45.2542166666667,"chrome 146.0.0","false","Mac OS",1710,976,"69ac26daec36f17c92a64677","Male",49,"Doctorate","Arts and Humanities",FALSE,"Mixed",2,1,1,2,1,3,2,0,0,5,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,"Hello",6,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0,1,0.5,1,0,0.5,0,1,0,0,0,1,5,1,1,2,7,7,1,7,1,7,1,1,6,1,2,2,1,5,1,6,1,1,1
"S128",NA,2026-04-04 08:36:17,41.6812666666667,"firefox 149.0.0","false","Windows 10",1280,595,"5ba292385301b80001c71ba2","Male",52,"Master","Business, Economics",FALSE,"White",4,4,5,4,3,4,4,5,0,5,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"I was told to close my eyes and imagine different things like a with in my had and lifting my arms, etc.  Closing my eyes and imagining things.","Press the space bar 6 times.","Hello",6,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,7,7,1,1,7,1,2,7,7,1,1,1,5,6,7,6,1,6,1,7,6,1,1,1
"S129",NA,2026-04-04 09:21:25,112.026366666667,"chrome 133.0.0","false","Windows 10",1920,998,"5f0d2ad60ad0d6730c380b05","Male",53,"Bachelor","Mathematics, Physics",FALSE,"White",2,0,1,0,0,3,0,0,0,5,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,"Hello",6,0,0,0,0.5,0,1,0,0,0,0,1,1,1,1,0,2,1,1,1,1,0,2,0,0,0,3,5,4,6,6,1,2,7,7,1,6,1,1,4,1,1,1,2,6,2,5,1,2,1
"S130",NA,2026-04-04 09:26:09,47.1111833333333,"chrome 146.0.0","false","Mac OS",2239,1109,"69ac96e9cf57af07fdd54227","Female",53,"Bachelor","Arts and Humanities",FALSE,"White",5,2,4,1,1,1,0,0,0,3,0,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"I was asked to put my arm out in front of me palm up and feel a heavy object weighting it down. I was asked to put both arms up palms facing in and feel my hands moving together. I was asked to feel my left arm and hand getting very heavy. I was asked to hear the Happy Birthday Song. I was asked to see two balls.","I was asked to stiffen my arm and try to bend it. I think that's the only one I missed before!","Hello",6,0,0,0,0,0,1,2,0,1,0.5,0.5,0,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0,0,0,0,0,6,7,2,1,3,2,3,5,6,3,6,4,1,5,1,2,2,4,3,3,6,1,1,1
"S131",NA,2026-04-04 09:27:07,47.5585,"chrome 145.0.0","false","Windows 10",1920,919,"664e835c732628231a08fff5","Female",31,"High school",NA,FALSE,"White",4,3,3,4,2,2,2,0,4,3,0,1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"I closed by eyes and tried to follow along with the voice instructions however as some of it felt like I could imagine it not all of it worked for me. I feel like I may second guess myself too much to be able to get truly in the mindset of doing that.","I think the same amount of information starting with arms and palms and holding somehting and the birthdsay song ect.","Hello",6,1,2,2,2,2,1,1,2,1,2,1,0,1,1,0,1,0.5,0,1,2,0.5,0,0,1,1,1,2,7,7,1,5,7,1,6,3,7,6,1,1,1,1,6,3,6,2,6,2,2,2
"S132",NA,2026-04-04 09:31:10,65.837,"firefox 150.0.0","false","Windows 10",1536,731,"66e002d1d7bbdb35fc0b53a1","Male",36,"Bachelor","Engineering, Computer Science",FALSE,"White",0,3,3,4,3,4,3,4,0,3,2,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,"Hello",0,1,1,0.5,0.5,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.5,0.5,1,0.5,1,0.5,1,1,2,0.5,1,1,6,3,6,5,6,5,6,6,6,5,5,3,6,5,5,6,6,5,4,6,5,5,4,3
"S133",NA,2026-04-04 10:22:06,45.56475,"chrome 146.0.0","false","Mac OS",1440,748,"69975b103b9599de94f4b922","Male",33,"Bachelor","Engineering, Computer Science",FALSE,"White",4,3,3,4,3,5,4,1,0,4,4,2,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"walking down stairs, holding something heavy, mosquito on my hand, stiff right arm, heavy left hand, heard happy birthday, seen 2 balls,","walking down stairs, hold something heavy, right arm stiff, left arm heavy, heard happy birthday, seen 2 balls,","Hello",6,0.5,1,1,0.5,0.5,0,1,0.5,0.5,0.5,1,1,1,0.5,0.5,0,0,1,0.5,1,0.5,1,1,1,1,7,7,2,2,5,7,5,5,5,2,5,2,2,6,7,5,2,2,2,1,5,2,2,2
"S134",NA,2026-04-04 10:30:03,63.6230833333333,"chrome 146.0.0","false","Windows 10",1536,762,"67ae36e6472072f99199d636","Female",34,"Master","Medicine",FALSE,"Black",4,5,4,4,5,4,5,4,5,4,2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"Hello",6,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0,0,6,7,1,2,3,5,6,4,6,2,6,2,1,7,5,6,2,6,1,2,3,3,2,2
"S135",NA,2026-04-04 10:30:09,59.5106333333333,"chrome 146.0.0","false","Windows 10",1280,551,"67cb6ffcdfb183f140c5439c","Male",53,"High school",NA,FALSE,"White",4,3,3,4,5,4,5,0,0,0,3,4,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"I was just listening to the instructions and clearing my mind awaiting prompts that never came. Other than that nothing happened","Now i can remember everything is what I heard, but What I remember the instructions to press the space bar 6 times, and all of the other previous instructions given to me","Hello",0,0,0,0.5,0,0,0.5,0.5,0.5,1,1,1,1,2,1,1,0,0,0,0.5,0.5,0,0,0,0,0,7,7,1,1,1,4,2,4,6,4,7,1,1,4,1,4,2,5,2,6,7,1,1,1
"S136",NA,2026-04-04 11:02:58,59.0991333333333,"chrome 125.0.0","false","Windows 10",1366,641,"676da97afe68d3f5a09fca43","Female",43,"Bachelor","Literature, Languages",FALSE,"White",4,3,4,3,2,4,3,4,1,3,2,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,"Hello",6,0.5,0.5,0.5,0,0,0,0,0,0.5,0,0.5,0,1,0,0,0.5,0.5,0,0,0.5,0,0,1,1,0,6,6,3,2,5,2,2,6,5,3,5,6,5,6,6,5,2,5,2,2,5,2,2,2
"S137",NA,2026-04-04 11:15:52,47.5184333333333,"chrome 146.0.0","false","Windows 10",1920,919,"69bfa90568c64f3e06f1a32e","Male",49,"Bachelor","Mathematics, Physics",FALSE,"White",1,1,1,0,0,2,1,2,0,5,1,0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,NA,"I can't remember anything I didn't remember previously, I think.  I wasn't able to suspend my memory.","Hello",5,0,0,0,0,0.5,0,0,0,0.5,0.5,0,0,0,1,0,1,0,0.5,0,0,0,0,0,0,0,3,3,3,2,2,4,4,3,5,1,5,3,1,1,2,1,1,5,1,7,5,1,2,1
"S138",NA,2026-04-04 11:28:42,62.6919,"chrome 142.0.0","false","Windows 10",1280,585,"699f03b980c2af4a68257051","Female",25,"High school",NA,FALSE,"White",3,3,4,2,3,4,2,1,1,3,0,4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,"Hello",0,0,1,0.5,0,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,0.5,0.5,1,0.5,1,0.5,0,0.5,0.5,0.5,0.5,0.5,6,6,2,5,6,3,6,5,6,6,6,2,7,6,6,6,5,6,6,6,6,2,2,2
"S139",NA,2026-04-04 11:44:03,58.1173833333333,"chrome 142.0.0","false","Windows 10",1280,593,"6959d5a0452fb017bbf5cba2","Female",36,"Bachelor","Engineering, Computer Science",FALSE,"White",3,3,4,2,2,4,3,1,0,2,0,0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,"Hello",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0,0,6,5,1,1,4,2,3,5,6,2,6,2,3,5,4,6,3,7,2,5,5,3,1,3
"S140",NA,2026-04-04 11:46:30,43.5000166666667,"chrome 146.0.0","false","Windows 10",1731,809,"666cd244c4e9f0b3a060c2c7","Female",50,"High school",NA,FALSE,"White",5,3,4,4,4,5,3,5,0,5,3,4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"3 balls on the screen, should have been 2, hands were number, happy birthday song, walking down steps","arm was stiff, could not use elbow, mosquito, birthday song, tapping spacebar 6 times, heavy hand with bowling ball","Hello",0,0,1,1,0,1,0,2,2,2,0.5,1,1,2,2,0.5,1,1,0,1,0.5,1,0,0,0,0,2,3,2,6,1,7,7,1,7,6,7,7,1,3,1,1,5,6,1,4,4,5,1,7
"S141",NA,2026-04-04 11:46:37,40.4026,"chrome 146.0.0","false","Mac OS",1380,862,"69bf0527bafabf0e6be59f18","Female",25,"Bachelor","Medicine",TRUE,"Southeast Asian",3,2,3,2,3,4,4,2,0,4,1,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"I was shown 3 coloured balls, heard a happy birthday song, asked to lift my arms up and have it weighed down, had a bug fly around my ear and arm, held my hands up and had a force attract them towards each other","I listed everything previously, I do not remember any additional information","Hello",0,0.5,0.5,0.5,0.5,0,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,5,6,6,3,4,6,6,3,6,4,6,3,5,5,5,4,5,3,5,5,4,6,4,6
"S142",NA,2026-04-04 12:32:57,46.0783,"chrome 146.0.0","false","Windows 10",1920,991,"692748e778089b584e73927a","Male",63,"Bachelor","Engineering, Computer Science",FALSE,"White",0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Told to imagine walking down stairs, holding a heavy object in the right hand, hands forced together, left hand too heavy, hearing Happy Birthday, seeing only two balls","nothing that I couldn't remember previously","Hello",6,0,0,0,0,0.5,1,2,2,2,0.5,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0,1,5,2,5,1,7,7,1,3,3,2,4,1,4,1,3,1,4,2,4,5,1,3,1
"S143",NA,2026-04-04 12:44:37,39.3784833333333,"chrome 146.0.0","false","Windows 10",1536,695,"66f0409cf2658a66284b3b2d","Male",31,"High school",NA,FALSE,"Hispanic/Latino",4,5,3,2,3,4,3,0,0,3,5,1,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"Right arm straight out while holding something heavy, arm got heavier.Closed eyes and imagined 2 balls, then opened eyes but there were 3 balls. Left arm got heavier. Right arm was stiff, couldn't bend the wrist.","Closed eyes and tried to listen to the happy birthday song.","Hello",0,0,0,0,0,0,0.5,0,2,1,0.5,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,1,1,7,7,1,6,7,3,7,1,2,1,1,1,7,1,3,4,2,3,2
"S144",NA,2026-04-04 13:37:40,38.6603333333333,"opera 129.0.0","false","Windows 10",2515,1285,"5d9a6e6bf788b00012763417","Male",29,"Bachelor","Engineering, Computer Science",FALSE,"White",4,0,1,5,4,4,2,0,0,5,0,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"i was asked to imagine something heavy in my arms, hold my arms out and imagine them pulling, feel the sensation of a mosquito, hold my hand out if i hear happy birthday playing, look at balls and say what colour they were, stiffen my hand as if it were in a bracket","i had my left hand in my lap and i was supposed to feel it stiffen, i was asked to press the space, i was told to forget everything until i was told to remember everything","Hello",0,0,1,1,0,0.5,2,0.5,1,1,2,1,0,0.5,0,1,2,2,1,1,1,0,0,0,0,0,6,7,2,1,1,7,7,1,7,3,6,4,1,1,5,3,3,3,6,1,6,2,1,2
"S145",NA,2026-04-04 13:39:35,49.9894333333333,"chrome 146.0.0","false","Windows 10",1366,641,"5d70dd0b28805f001aaf9a94","Female",66,"High school",NA,FALSE,"White",5,3,2,5,3,3,4,3,0,3,0,1,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"Lifted my right arm palm upwards felt heavy","Seeing 3 balls. Holding a heavy ball and my arm feeling very heavy","Hello",0,0,0,0,0,0,0.5,1,1,1,0.5,0,0,0,0,1,1,0.5,0,0.5,0.5,0,0,0,0,0,6,7,1,1,1,7,7,1,6,4,3,4,4,4,1,1,2,4,4,3,4,4,4,4
